0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
3,0,0,2,0,0,1,0,4,0,1,2,0,0,3,0,3,0,0,0
11,0,0,2,2,0,5,5,7,2,1,0,0,0,0,0,4,0,5,0
9,0,0,689,2,1,3,2,0,1,2,0,0,7,0,0,6,1,0,0
4,0,0,9,1,0,2,1,4,2,3,2,0,0,0,0,3,0,0,0
9,0,0,100,1,0,1,2,0,2,8,2,0,21,0,0,3,0,0,3
1,0,0,2,1,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0
4,0,0,8,0,0,2,1,0,3,0,2,0,0,0,0,2,0,0,0
4,0,0,16,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0
18,0,0,4,8,0,3,4,8,3,3,4,0,0,0,0,15,4,0,0
13,0,0,2,2,0,2,1,11,2,3,1,0,0,0,0,9,0,0,0
5,0,0,22,0,1,0,0,1,1,1,0,0,0,0,0,2,1,0,0
5,0,0,4,3,0,2,0,3,0,2,0,0,0,0,0,1,1,0,0
8,0,0,12,5,0,6,1,0,0,2,1,0,1,0,0,3,0,0,0
32,0,0,28,14,2,2,0,28,2,6,4,0,4,0,0,10,6,0,0
1,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,1,0,0,0
8,0,0,28,1,0,0,0,11,1,2,0,0,0,1,0,4,0,0,0
3,0,0,0,1,0,0,4,0,0,1,1,0,9,0,0,2,1,0,0
6,0,0,0,0,0,2,0,3,3,1,0,0,0,0,0,1,1,0,0
2,0,0,21,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,0,0,5,1,0,1,0,2,2,2,0,0,0,0,0,0,1,0,0
3,0,0,2,1,1,2,0,6,1,0,0,0,0,0,0,8,2,0,0
12,0,0,7,5,0,4,1,3,1,0,2,0,0,0,0,4,3,0,0
8,0,0,3,1,0,3,1,1,1,0,0,0,0,0,0,3,1,0,0
21,0,0,4,5,0,10,3,2,0,6,3,0,0,0,0,8,0,0,0
1,0,0,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2,0,0,94,0,0,1,0,0,9,0,0,0,0,0,0,7,0,0,0
1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0
7,0,0,18,2,2,0,6,10,4,6,1,0,2,0,0,4,1,0,0
1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2,0,0,4,1,0,2,0,6,2,0,2,0,0,0,0,6,1,0,0
14,0,0,4,2,0,3,2,0,0,2,2,0,0,0,0,4,1,0,0
3,0,0,65,0,0,1,2,0,2,8,0,0,3,0,0,1,0,0,3
5,0,0,8,0,0,0,1,8,1,0,0,0,0,0,0,2,1,1,0
9,0,0,0,1,0,1,2,4,2,3,1,0,0,0,0,2,0,0,0
110,0,0,28,14,17,32,11,5,1,2,3,0,0,0,0,21,11,0,0
16,0,0,13,5,6,3,6,0,3,1,1,0,0,0,0,8,1,0,0
3,0,0,7,5,0,0,1,5,1,2,1,0,0,0,0,2,1,0,0
5,0,0,0,0,0,3,0,1,0,2,1,0,0,0,0,1,0,0,0
23,0,0,1,5,1,10,3,4,0,4,0,0,0,0,0,10,0,0,0
5,0,0,2,1,0,2,1,0,0,2,2,0,0,0,0,3,0,0,0
3,0,0,18,1,0,0,2,2,1,0,2,0,0,0,0,1,2,0,0
8,0,0,6,2,0,0,1,1,0,1,3,0,0,0,0,4,0,0,0
60,4,0,27,16,1,25,9,16,0,8,4,0,0,0,0,24,9,0,0
15,0,0,70,4,0,2,3,2,0,0,1,0,15,0,0,6,6,0,0
10,0,0,5,1,0,1,5,5,1,3,0,0,0,0,0,3,0,0,0
2,0,0,43,0,0,0,0,3,2,3,0,0,0,0,0,2,0,0,0
5,0,0,2,1,0,1,0,2,1,1,1,0,0,0,0,1,0,0,0
1,0,0,4,1,0,2,0,3,2,2,0,0,0,0,0,2,0,0,0
6,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,1,0,0,0
32,0,0,33,4,0,10,3,0,1,6,4,1,17,0,0,14,0,0,0
0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,0
2,0,0,0,4,0,0,0,3,1,1,1,0,0,0,0,3,0,0,0
1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
17,0,0,30,9,0,5,1,12,1,3,2,0,0,1,0,5,4,0,0
6,0,0,10,1,0,4,2,0,0,5,0,0,6,0,0,2,0,0,0
11,0,0,14,3,0,5,0,0,3,2,1,1,0,0,0,4,0,0,0
75,1,0,37,10,0,11,1,3,1,9,2,0,0,0,0,15,3,0,0
1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0
2,0,0,2,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0
4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,2,0,3,1,1,0,0,0,0,2,0,0,0
20,0,0,13,4,1,7,2,0,4,1,3,0,0,0,0,16,1,0,0
20,0,0,11,9,0,3,0,4,2,10,2,0,0,0,0,6,2,0,0
1,0,0,8,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
4,0,0,5,3,0,5,3,0,0,3,1,0,4,0,0,3,0,0,0
9,0,0,6,5,0,2,0,7,4,4,0,0,0,0,0,4,1,0,0
13,0,1,5,4,0,7,0,4,5,3,5,0,0,0,0,7,0,0,0
1,0,0,19,0,2,3,2,0,2,7,0,0,0,0,0,3,0,0,3
15,0,0,25,2,0,3,4,2,0,7,2,0,0,0,0,5,0,0,0
6,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,2,0,0
2,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0
5,0,1,0,2,0,3,0,4,5,4,1,0,0,0,0,3,0,0,0
3,0,0,15,2,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0
1,0,1,8,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
1,0,0,11,1,0,1,0,5,1,0,0,0,0,0,1,1,1,0,0
54,0,0,296,51,0,33,9,2,0,17,6,0,0,0,0,62,7,0,0
5,0,0,4,2,0,1,1,3,2,1,0,0,0,0,0,6,0,0,0
19,0,0,54,11,0,9,6,5,0,4,1,0,0,1,0,10,1,0,3
7,0,0,10,3,0,2,0,7,3,0,2,0,0,0,0,1,1,0,0
8,0,0,0,2,0,3,0,8,1,2,2,0,0,0,0,5,0,0,0
2,1,0,19,2,0,0,2,2,5,0,1,0,0,1,0,4,2,0,0
5,0,0,5,4,0,2,2,1,1,3,0,0,0,0,0,7,1,0,0
2,0,0,5,1,0,3,0,1,1,0,1,0,0,0,0,6,1,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0
4,1,0,75,1,0,0,4,2,3,1,2,0,0,0,0,0,0,7,0
6,0,0,8,3,0,2,0,4,0,0,1,0,0,0,0,5,1,0,0
11,0,0,1,3,1,2,3,4,1,1,4,0,0,0,0,12,0,0,0
46,0,10,59,0,0,1,3,0,1,18,4,0,0,0,0,13,0,0,0
18,0,0,69,13,10,6,6,0,4,6,0,0,0,0,0,6,8,0,0
4,0,0,6,4,0,0,0,3,2,0,4,0,0,0,0,7,1,0,0
4,0,0,15,3,0,3,0,1,2,1,2,0,0,0,0,9,1,0,0
4,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0
8,0,0,8,2,0,2,1,0,2,2,0,0,0,0,0,0,2,0,0
7,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0
2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,0,1,195,3,0,2,3,0,0,5,1,1,46,0,0,6,3,0,0
29,0,0,24,9,0,6,1,17,2,3,0,0,0,2,0,11,6,0,0
7,0,0,2,0,0,1,3,0,2,1,3,0,0,0,0,4,0,0,0
16,0,0,54,8,0,7,10,0,1,13,2,0,0,0,0,13,0,0,3
16,0,0,6,1,0,7,3,3,0,3,0,0,0,0,0,3,0,0,0
4,0,0,8,1,0,4,1,6,1,2,0,0,0,0,0,4,0,1,0
3,0,0,4,2,0,0,1,0,1,1,0,0,3,0,0,2,2,0,0
1,0,0,2,2,0,0,1,4,1,0,0,0,0,2,0,1,1,0,0
11,0,0,2,1,0,0,0,7,1,3,2,0,0,0,0,7,3,0,0
3,0,1,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,0,13,1,1,5,0,6,2,4,2,0,0,1,0,2,0,0,0
3,0,1,6,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
14,0,0,11,9,0,5,2,1,0,1,2,0,17,0,0,14,1,0,0
91,0,0,30,23,1,26,6,21,6,14,7,0,84,0,0,20,7,0,0
3,0,0,2,1,0,2,2,2,2,2,1,0,0,0,0,5,0,0,0
24,0,0,39,9,0,14,6,15,2,8,4,0,0,0,0,14,3,0,0
9,0,0,9,1,0,7,2,0,5,2,1,1,0,0,0,1,0,0,0
26,0,0,1,2,0,1,2,2,0,1,2,0,0,0,0,3,0,0,0
3,0,0,13,3,0,1,1,1,2,2,0,0,0,0,0,3,1,0,0
0,0,0,14,5,0,1,2,0,4,3,3,0,0,0,0,0,0,0,0
5,0,0,0,0,0,2,1,2,2,0,1,0,0,1,0,1,0,0,0
0,0,1,10,0,0,3,0,0,2,0,0,0,0,0,0,5,1,0,0
14,0,0,1,3,0,3,3,3,0,1,0,0,0,0,0,2,1,0,0
14,0,0,4,3,0,4,0,4,1,2,1,0,0,0,0,8,0,0,0
0,0,1,6,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,1,1,0,0
7,0,0,2,4,2,1,0,3,3,0,0,0,0,0,0,4,1,0,0
20,0,0,7,3,0,11,0,3,0,1,1,0,0,0,0,10,1,0,0
0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,0,2,1,0,6,1,8,1,2,4,0,0,0,0,9,0,0,0
2,0,1,8,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0
10,0,0,16,7,0,0,0,5,3,1,3,0,0,0,0,7,1,0,0
11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
3,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0
3,0,0,3,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,0,0,1,3,0,2,0,13,0,0,1,0,0,0,0,18,0,0,0
9,1,0,1,0,0,3,0,6,1,1,0,0,0,0,0,2,0,4,0
3,0,0,0,2,0,7,1,2,0,1,0,0,0,0,0,1,0,0,0
4,0,0,7,1,0,0,2,0,0,1,0,0,3,0,0,4,0,0,0
12,0,0,6,2,0,1,1,3,1,0,3,0,0,0,0,10,1,0,0
10,0,0,12,6,0,3,3,2,4,1,0,0,0,0,0,10,2,0,0
4,0,0,17,1,0,3,2,0,0,2,3,0,8,0,0,4,0,0,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,5
1,0,0,4,2,0,2,1,3,2,0,0,0,0,0,0,2,0,0,0
1,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,1,1,0,0
6,0,0,3,1,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0
18,1,0,5,6,1,3,1,0,1,1,1,0,0,0,0,5,4,0,0
2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0
1,0,1,6,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0
8,0,0,11,7,0,1,0,0,4,3,0,0,0,0,0,2,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,9,3,0,1,0,0,0,0,1,0,44,0,0,0,1,0,0
5,0,0,11,3,0,1,0,0,3,0,0,0,0,0,0,12,1,0,0
9,1,0,41,3,0,3,1,1,0,4,8,0,6,1,0,6,0,0,6
22,0,0,15,5,4,7,0,5,0,8,2,1,0,0,0,5,2,0,0
0,0,0,5,2,0,1,2,0,2,2,3,0,0,0,0,0,0,0,0
7,0,0,6,2,0,2,0,6,1,0,1,0,0,0,0,2,0,4,0
7,0,0,17,3,0,1,1,4,2,0,1,0,0,0,0,1,2,0,0
4,0,0,0,2,1,1,1,14,1,0,2,0,0,0,0,8,1,0,0
3,0,0,4,0,0,1,0,0,3,2,0,1,0,0,0,0,2,0,0
4,1,0,21,1,0,0,1,7,3,0,1,0,0,0,0,4,0,7,0
5,0,0,11,2,0,0,1,6,2,4,2,0,0,1,0,6,2,0,0
4,0,0,6,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
11,0,0,12,1,0,11,3,1,1,0,0,0,0,0,0,6,0,0,0
2,1,0,4,1,0,0,0,5,2,2,0,0,0,0,0,9,0,0,0
9,0,0,12,4,0,3,0,0,5,6,4,0,3,0,0,4,0,0,0
2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0
1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0
5,0,0,0,1,1,1,0,1,1,2,0,0,0,0,0,1,0,0,0
25,0,0,29,5,1,10,3,3,2,6,8,0,0,0,0,8,4,0,0
1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
75,0,0,28,11,0,19,2,6,3,5,1,0,0,0,0,32,7,0,0
1,0,0,4,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1,0,1,6,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0
30,0,1,5,6,0,4,2,6,3,7,2,0,0,0,0,13,2,0,0
6,0,0,8,3,0,0,0,2,4,3,0,0,0,0,0,4,1,0,0
1,0,0,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
15,0,0,11,3,0,3,0,3,0,1,5,0,0,1,0,5,0,0,0
0,0,0,4,0,0,0,0,8,1,0,0,0,0,0,1,1,0,0,0
8,0,0,4,2,0,3,1,11,0,1,1,0,0,0,0,9,2,0,0
9,0,0,35,5,0,6,1,1,0,5,4,0,0,0,0,5,1,0,0
8,1,0,1,1,0,3,0,3,1,2,1,0,0,0,0,8,1,0,0
1,0,0,9,3,0,4,1,0,1,3,1,0,33,0,0,9,0,0,0
1,0,0,39,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0
3,0,0,9,1,0,0,2,5,3,3,2,0,0,0,0,5,0,0,0
6,0,0,11,2,0,2,1,5,1,0,3,0,0,0,0,6,2,0,0
5,0,0,1,0,0,1,1,0,0,2,1,0,0,0,0,5,0,0,0
6,0,0,5,2,0,3,1,3,2,1,2,0,0,0,0,7,0,0,0
0,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0
5,0,0,2,3,0,3,1,0,1,2,0,0,8,0,0,4,1,0,0
105,1,0,13,31,4,32,8,92,2,25,5,1,0,1,0,28,8,0,0
13,0,0,16,1,0,4,0,1,2,2,3,0,0,0,0,3,0,0,0
4,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4,1,0,4,0,0,1,1,0,5,2,0,0,0,0,0,1,1,0,0
10,0,0,0,1,0,1,0,4,1,1,5,0,0,0,0,4,0,2,0
2,0,0,12,3,0,0,1,4,1,0,0,0,0,1,0,3,2,0,0
4,0,0,97,3,0,16,5,7,3,18,5,0,0,1,0,8,1,0,0
12,0,0,6,4,0,5,2,0,2,7,0,0,20,0,0,19,2,0,0
1,0,1,11,1,0,1,0,0,3,1,1,0,0,0,0,1,0,0,0
3,0,1,27,2,1,1,1,3,6,0,2,0,0,0,0,2,1,0,0
9,0,0,689,2,1,3,2,0,1,2,0,0,7,0,0,6,1,0,0
5,0,0,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,2,0
3,0,0,3,3,0,3,1,0,2,1,1,1,0,0,0,3,1,0,0
1,0,0,38,1,0,2,2,0,0,0,0,0,20,0,0,0,0,0,0
2,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,0,1,16,2,0,6,0,18,6,1,2,0,0,0,0,3,1,0,0
4,0,0,11,1,0,5,1,1,3,2,0,0,0,0,0,0,0,0,0
11,0,0,12,1,1,1,2,4,2,1,1,0,0,0,0,3,1,2,0
8,0,0,15,6,0,4,0,8,0,2,2,0,3,0,0,8,2,0,0
0,0,0,7,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2,0,0,2,1,0,0,0,0,1,1,0,0,7,0,0,3,0,0,0
7,0,1,4,2,0,1,0,2,3,0,1,0,0,0,0,6,0,0,0
5,0,0,13,4,0,2,0,1,2,2,0,0,0,0,0,7,1,0,0
4,0,0,11,0,0,10,1,1,0,3,0,0,0,0,0,7,0,0,0
1,0,0,7,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0
111,0,0,51,32,2,37,7,37,8,28,12,0,76,3,0,46,3,0,0
21,0,0,281,9,0,11,3,5,0,2,2,0,0,2,0,11,2,0,0
1,0,0,6,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0
5,0,0,0,2,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0
1,0,0,9,0,1,0,2,0,0,1,1,0,2,0,0,1,1,0,0
3,0,0,1,1,0,2,1,0,2,0,0,0,0,0,0,1,0,0,0
0,0,0,49,0,0,1,2,0,2,7,0,0,3,0,0,3,0,0,3
44,0,0,12,2,0,7,3,4,1,3,0,0,0,0,0,8,5,0,0
0,0,1,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
3,0,0,24,5,1,3,4,5,1,8,1,0,11,0,0,20,0,0,3
16,0,0,2,4,0,3,3,0,1,3,0,0,0,0,0,5,0,0,0
5,0,0,6,1,0,2,0,3,2,1,1,0,0,0,0,4,1,0,0
1,0,1,4,1,0,0,0,1,3,1,0,0,0,0,0,2,3,0,0
19,0,0,7,5,0,8,2,15,1,1,2,0,0,1,0,15,1,0,0
6,2,0,70,8,1,3,2,5,4,1,2,0,0,0,0,1,3,0,0
21,0,0,6,7,0,4,1,2,0,0,0,0,0,0,0,9,2,0,0
2,0,0,3,0,0,0,0,1,2,2,1,0,0,0,0,4,0,0,0
26,0,0,0,3,0,11,0,3,0,3,0,0,0,0,0,5,0,0,0
3,0,1,6,0,0,2,0,1,1,0,2,0,0,0,0,6,0,0,0
14,0,0,4,2,0,12,0,14,1,9,4,1,0,0,0,1,1,0,0
5,0,0,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2,0,0,10,0,0,3,3,0,0,4,1,0,11,0,0,2,0,0,0
44,0,1,23,5,3,17,2,1,13,3,3,0,0,1,0,12,7,0,0
16,0,1,21,9,0,3,2,5,4,3,1,0,0,0,0,7,0,0,0
11,0,0,2,1,0,3,0,4,2,1,0,0,0,0,0,8,3,0,0
5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,0,0,6,5,0,3,1,3,1,2,0,0,0,0,0,1,2,0,0
8,0,1,6,0,0,1,0,0,4,0,0,0,0,0,0,2,1,0,0
3,0,0,9,1,0,1,1,0,1,1,2,1,0,0,0,4,1,0,0
2,0,0,7,1,0,2,3,0,0,1,1,2,1,0,0,9,1,0,0
10,0,0,9,2,0,3,1,9,0,2,3,0,0,0,0,11,0,0,0
3,0,0,9,1,0,0,1,8,2,3,0,0,0,0,0,4,1,0,0
13,0,1,6,3,0,2,0,2,1,1,2,0,0,0,0,2,1,0,0
5,1,0,11,2,0,5,1,6,1,2,1,0,0,0,0,3,1,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
2,0,0,0,2,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0
14,0,0,32,2,3,6,3,2,3,3,0,0,0,0,0,4,7,0,0
3,0,0,1,0,0,2,0,1,0,3,1,0,0,0,0,4,0,0,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,5
46,0,0,4,7,9,6,2,0,3,3,1,0,0,0,0,9,2,0,0
6,0,0,6,3,0,0,0,1,1,1,0,0,0,0,0,4,0,0,0
3,0,0,8,1,2,0,2,0,3,0,1,0,0,0,0,1,2,0,0
4,0,0,9,2,0,3,0,2,2,0,2,0,0,0,0,2,0,0,0
28,1,0,133,9,0,6,5,0,0,3,1,0,22,0,0,16,5,0,0
3,0,0,4,1,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,1,0,4,1,1,1,0,0,0,0,3,3,0,0
16,0,0,36,6,0,4,2,1,0,2,14,0,0,1,0,4,1,0,0
3,0,0,3,0,0,1,1,1,1,2,1,0,0,0,0,4,0,0,0
1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3,0,0,1,0,0,3,0,0,0,2,0,0,1,0,0,0,1,0,0
17,0,0,4,3,0,1,1,12,0,1,1,0,0,0,0,11,6,0,0
1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4,0,0,19,1,0,3,4,1,0,2,6,0,16,0,0,6,4,0,0
14,0,0,11,1,0,7,1,9,0,2,0,0,0,1,0,7,1,0,0
6,0,0,2,4,0,2,0,1,2,2,0,0,0,0,0,5,3,0,0
6,0,0,28,3,0,5,1,2,8,6,3,0,0,0,0,4,4,0,0
307,2,108,1148,69,1,106,33,7,217,46,64,0,0,3,0,332,7,0,0
8,0,0,163,4,1,7,2,7,0,1,1,0,0,0,0,4,0,0,0
2,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0
4,0,0,17,1,0,3,2,0,0,2,3,0,8,0,0,4,0,0,0
106,2,4,85,33,1,33,13,24,4,40,7,0,0,0,0,34,7,0,0
4,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
24,0,0,134,9,1,10,6,0,0,2,1,0,22,0,0,18,7,0,0
9,0,0,15,3,0,2,0,4,2,1,6,0,0,1,0,6,0,0,0
19,0,0,36,6,0,10,2,0,2,9,0,0,18,0,0,15,2,0,0
38,0,0,11,12,2,4,2,31,2,4,2,0,0,0,0,17,2,0,0
3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5,0,0,26,2,0,0,4,3,6,6,1,0,0,0,0,0,0,0,0
